movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
movie_0363,Night Secret,Movie,Animation,Unknown,1990,150,PG,German,USA,6.4,9373108,1233608,7,97,FALSE,11-02-2022,FALSE
movie_0364,Princess House,Movie,Thriller,Unknown,2009,95,TV-Y7,English,USA,7.9,19537616,4193030,7,97,TRUE,02-11-2020,FALSE
movie_0365,First Quest,TV Series,Action,Mystery,2011,70,NC-17,English,USA,7.3,3778470,11102590.5,7,170,FALSE,30-06-2025,TRUE
movie_0366,War Dragon,Limited Series,Crime,Family,2001,24,TV-14,English,Canada,8.2,3778470,11102590.5,10,185,FALSE,19-07-2024,FALSE
movie_0367,Storm Secret,Movie,Drama,Unknown,1991,92,TV-MA,English,USA,4.7,6921573,11102590.5,7,97,FALSE,29-11-2022,TRUE
movie_0368,The Empire,Movie,Western,Fantasy,2018,95,TV-PG,French,Canada,6.1,29387509,11102590.5,7,97,TRUE,17-05-2021,FALSE
movie_0369,Big Ice,Documentary,Family,Adventure,2008,58,TV-Y,Hindi,Japan,5.9,3778470,11102590.5,7,97,FALSE,08-05-2023,FALSE
movie_0370,Princess Quest,Movie,Music,Thriller,2015,87,PG-13,Spanish,USA,6.4,1373809,11102590.5,7,97,FALSE,16-09-2021,FALSE
movie_0371,King Love,TV Series,Biography,Drama,2017,46,TV-PG,Hindi,South Korea,6.3,3778470,11102590.5,1,168,TRUE,23-07-2025,FALSE
movie_0372,Love Fire,Movie,Documentary,Unknown,2022,93,TV-Y7,English,South Korea,9.5,3882573,11102590.5,7,97,FALSE,04-02-2023,FALSE
movie_0373,Queen Journey,TV Series,War,Unknown,2001,51,TV-MA,Spanish,South Korea,5.5,3778470,11102590.5,7,147,FALSE,17-06-2021,FALSE
movie_0374,The Story,Movie,Adventure,Unknown,2023,104,TV-14,English,USA,7.5,766474,7301565,7,97,FALSE,05-03-2024,TRUE
movie_0375,Last Kingdom,Movie,Fantasy,Animation,2019,129,TV-Y7,Japanese,Canada,7.3,11990701,11102590.5,7,97,FALSE,15-03-2021,FALSE
movie_0376,City Legend,Movie,Family,Animation,2021,106,TV-PG,English,USA,7.6,102041972,11102590.5,7,97,FALSE,21-06-2023,FALSE
movie_0377,Ice Journey,Movie,Animation,Unknown,2016,105,NC-17,Japanese,USA,5.6,4268594,3435870,7,97,FALSE,10-10-2024,FALSE
movie_0378,Quest Family,Stand-up Comedy,Sport,Unknown,2005,42,TV-PG,English,USA,6.4,3778470,11102590.5,7,97,FALSE,28-02-2025,FALSE
movie_0379,Our Battle,TV Series,Horror,Unknown,2007,41,TV-G,Japanese,South Korea,6.4,3778470,11102590.5,13,164,FALSE,23-03-2021,FALSE
movie_0380,House Dragon,Stand-up Comedy,Animation,Unknown,2015,66,PG-13,Hindi,USA,8.2,3778470,11102590.5,7,97,TRUE,17-06-2023,FALSE
movie_0381,Dragon Princess,Movie,Biography,Sport,2023,116,TV-G,English,Germany,6.2,8059992,1032562,7,97,FALSE,26-11-2021,FALSE
movie_0382,Love Empire,Documentary,War,War,2012,66,TV-G,English,Canada,5.5,3778470,11102590.5,7,97,FALSE,10-10-2021,TRUE
movie_0383,Day City,TV Series,Crime,Unknown,2022,42,G,English,USA,5.7,3778470,11102590.5,6,89,FALSE,28-09-2023,FALSE
movie_0384,Night Adventure,Stand-up Comedy,Music,Thriller,2013,42,G,English,USA,8.8,3778470,11102590.5,7,97,TRUE,27-02-2022,FALSE
movie_0385,Little Journey,Documentary,Family,Animation,2020,72,TV-Y7,English,USA,7.1,3778470,11102590.5,7,97,FALSE,27-02-2025,FALSE
movie_0386,Hero Hero,Stand-up Comedy,War,Adventure,2015,42,PG,English,USA,8.6,3778470,11102590.5,7,97,FALSE,11-10-2020,FALSE
movie_0387,Night King,Movie,Animation,Unknown,2024,90,TV-14,English,India,6.4,3778470,11102590.5,7,97,FALSE,09-06-2025,TRUE
movie_0388,An Mission,Documentary,Animation,Thriller,1994,35,TV-G,Spanish,USA,2,3778470,11102590.5,7,97,FALSE,29-07-2024,FALSE
movie_0389,Last Mission,Movie,History,Western,2023,122,TV-14,German,Canada,8.7,17655990,7400330,7,97,FALSE,20-03-2023,TRUE
movie_0390,Old Night,Movie,Fantasy,Sci-Fi,2004,94,TV-Y7,Spanish,USA,2.7,1231347,2483539,7,97,FALSE,05-07-2024,FALSE
movie_0391,Night Night,Stand-up Comedy,Crime,Biography,2006,87,TV-PG,French,USA,1.2,3778470,11102590.5,7,97,TRUE,22-04-2021,FALSE
movie_0392,Hero City,TV Series,Adventure,Unknown,2010,49,PG-13,French,USA,8.9,3778470,11102590.5,8,101,FALSE,26-09-2024,TRUE
movie_0393,A Storm,Stand-up Comedy,Sci-Fi,Unknown,1999,57,TV-MA,English,South Korea,7.7,3778470,11102590.5,7,97,FALSE,07-12-2020,FALSE
movie_0394,Dark Kingdom,TV Series,Adventure,Unknown,2014,26,R,Spanish,South Korea,6.1,3778470,11102590.5,6,97,TRUE,17-12-2023,FALSE
movie_0395,Princess Queen,Stand-up Comedy,Family,Drama,2022,36,NC-17,English,USA,6.4,3778470,11102590.5,7,97,FALSE,04-04-2024,FALSE
movie_0396,Storm Night,Movie,War,Unknown,2003,120,PG-13,English,USA,7.2,282251,4665806,7,97,FALSE,15-08-2023,FALSE
movie_0397,Legend Adventure,Stand-up Comedy,Sci-Fi,Unknown,2016,72,G,Spanish,USA,6,3778470,11102590.5,7,97,FALSE,18-01-2022,TRUE
movie_0398,Hero Story,Movie,Animation,Unknown,1997,101,R,English,South Korea,5.5,20876719,11102590.5,7,97,FALSE,28-09-2023,FALSE
movie_0399,Our Ice,Documentary,Horror,Unknown,1996,87,TV-Y7,French,USA,6.8,3778470,11102590.5,7,97,FALSE,16-12-2021,FALSE
movie_0400,Night Queen,Movie,Action,Unknown,2002,73,TV-MA,Korean,UK,6.4,179175,28601135,7,97,FALSE,29-05-2024,FALSE
movie_0401,Queen War,Movie,Family,Action,2022,159,TV-Y,English,USA,5.5,1612758,11102590.5,7,97,FALSE,29-06-2022,FALSE
movie_0402,Fire Dream,Stand-up Comedy,Romance,Unknown,2005,41,NC-17,German,Canada,7.1,3778470,11102590.5,7,97,FALSE,05-04-2023,FALSE
movie_0403,Legend Legend,Movie,History,Unknown,1992,106,R,Japanese,USA,2,3778470,309036948,7,97,TRUE,07-01-2022,FALSE
movie_0404,Family Story,TV Series,War,Unknown,1990,53,TV-14,Korean,India,7.2,3778470,11102590.5,2,53,TRUE,21-09-2020,FALSE
movie_0405,Old Ice,Documentary,Biography,Crime,2006,44,R,English,South Korea,6.9,3778470,11102590.5,7,97,FALSE,27-08-2021,FALSE
movie_0406,Mystery Empire,Movie,Adventure,Unknown,2015,95,G,English,UK,7.2,3408376,11102590.5,7,97,TRUE,14-07-2023,FALSE
movie_0407,Phoenix Adventure,Stand-up Comedy,Action,Unknown,1954,48,TV-PG,English,USA,6.4,3778470,11102590.5,7,97,TRUE,14-09-2021,TRUE
movie_0408,Adventure Love,Stand-up Comedy,Music,Unknown,2008,43,R,English,Canada,7.8,3778470,11102590.5,7,97,FALSE,20-10-2023,TRUE
movie_0409,Mystery Storm,Documentary,Fantasy,Drama,2020,99,TV-14,English,USA,7.8,3778470,11102590.5,7,97,FALSE,18-04-2023,TRUE
movie_0410,Last Battle,Movie,Drama,Unknown,2022,586,TV-14,English,USA,5.4,28133203,146383638,7,97,FALSE,24-04-2024,FALSE
movie_0411,Dream Dream,Movie,Music,Romance,2013,126,TV-Y,Japanese,USA,6.4,3778470,5867475,7,97,FALSE,15-03-2025,TRUE
movie_0412,Princess Adventure,Limited Series,Comedy,Unknown,1996,68,TV-G,Spanish,USA,3.8,3778470,11102590.5,9,132,FALSE,13-01-2025,FALSE
movie_0413,Legend Day,Movie,Family,Family,2006,80,TV-Y,Hindi,UK,3.5,11692054,4330263,7,97,FALSE,29-10-2022,FALSE
movie_0414,Adventure Queen,TV Series,Documentary,Drama,1999,42,G,English,Germany,7.4,3778470,11102590.5,13,141,TRUE,19-07-2025,FALSE
movie_0415,Last Quest,Documentary,Horror,Biography,1993,71,PG-13,English,UK,5,3778470,11102590.5,7,97,TRUE,24-03-2025,FALSE
movie_0416,A Mystery,Stand-up Comedy,Mystery,Unknown,1992,45,R,Spanish,USA,9.1,3778470,11102590.5,7,97,FALSE,11-06-2021,FALSE
movie_0417,Dragon Day,Documentary,Western,Unknown,2011,91,PG-13,English,USA,5.4,3778470,11102590.5,7,97,FALSE,07-06-2023,FALSE
movie_0418,Big Story,Movie,Western,Unknown,2020,146,TV-14,English,UK,5.8,2059746,11102590.5,7,97,FALSE,15-10-2020,FALSE
movie_0419,New Fire,TV Series,Fantasy,Unknown,1993,65,TV-14,Spanish,India,5.2,3778470,11102590.5,8,98,FALSE,03-01-2025,FALSE
movie_0420,War Hero,Stand-up Comedy,Western,Unknown,1990,53,PG,Spanish,South Korea,6.8,3778470,11102590.5,7,97,FALSE,04-09-2023,FALSE
movie_0421,Legend Love,Documentary,War,Unknown,1997,66,PG,English,USA,5.2,3778470,11102590.5,7,97,FALSE,30-05-2025,FALSE
movie_0422,City Night,TV Series,Family,Unknown,2021,46,PG-13,Hindi,Germany,5.8,3778470,11102590.5,5,129,FALSE,20-12-2022,FALSE
movie_0423,Our Night,Movie,Biography,Unknown,2005,143,TV-PG,English,USA,3.4,1053266,178690590,7,97,FALSE,05-11-2022,FALSE
movie_0424,Battle Secret,Documentary,Mystery,Unknown,2004,56,TV-Y7,English,USA,0.9,3778470,11102590.5,7,97,FALSE,06-04-2021,FALSE
movie_0425,Storm Kingdom,TV Series,Adventure,Unknown,1994,53,NC-17,English,USA,6.4,3778470,11102590.5,8,134,FALSE,09-01-2023,FALSE
movie_0426,Warrior King,Movie,Action,Unknown,2004,131,PG,French,USA,5.2,5821087,15559765,7,97,FALSE,17-03-2024,FALSE
movie_0427,A King,Movie,Western,Unknown,2023,59,PG-13,English,South Korea,7.2,20316482,209532686,7,97,FALSE,15-02-2024,FALSE
movie_0428,Empire King,Movie,Thriller,Adventure,2020,105,TV-Y7,English,Japan,6.9,33231719,65276378,7,97,TRUE,25-12-2022,TRUE
movie_0429,Kingdom City,TV Series,History,Unknown,1994,53,NC-17,English,USA,5.7,3778470,11102590.5,9,99,FALSE,22-10-2020,FALSE
movie_0430,Dragon Princess,Movie,Sci-Fi,Romance,1990,126,TV-Y,English,USA,5.2,300376,31428491,7,97,FALSE,02-03-2021,TRUE
movie_0431,A Adventure,Movie,History,Unknown,2003,97,R,English,USA,6.9,816637,21732153,7,97,FALSE,30-05-2021,FALSE
movie_0432,Love Journey,Limited Series,Animation,Unknown,2019,60,R,French,USA,6.7,3778470,11102590.5,7,29,TRUE,26-04-2021,FALSE
movie_0433,Our City,Movie,Crime,Unknown,1999,113,TV-MA,English,France,6.5,3778470,2627409,7,97,FALSE,19-07-2024,TRUE
movie_0434,Princess Battle,Movie,Fantasy,Unknown,2011,90,TV-Y,English,France,6.5,1346945,11102590.5,7,97,FALSE,25-10-2024,FALSE
movie_0435,Mission Phoenix,Documentary,Family,Thriller,2009,101,TV-PG,English,Canada,6.2,3778470,11102590.5,7,97,FALSE,25-11-2023,TRUE
movie_0436,Story City,Documentary,History,Unknown,2012,98,NC-17,English,Germany,6.4,3778470,11102590.5,7,97,FALSE,29-01-2025,FALSE
movie_0437,Ice Secret,Movie,Animation,Drama,2016,93,TV-PG,English,USA,8,237105,11102590.5,7,97,TRUE,19-02-2023,FALSE
movie_0438,Mission Fire,TV Series,Mystery,Animation,2007,40,NC-17,Korean,USA,0.7,3778470,11102590.5,12,138,FALSE,16-01-2025,FALSE
movie_0439,Little Kingdom,Movie,Documentary,Unknown,2023,99,TV-Y,English,USA,1.4,1745829,1894665,7,97,FALSE,08-08-2023,FALSE
movie_0440,Love War,Movie,Biography,Animation,2023,132,TV-G,Hindi,USA,7.4,8101114,18148075,7,97,TRUE,30-08-2021,FALSE
movie_0441,Day Legend,TV Series,Comedy,Thriller,1993,56,TV-G,Hindi,USA,4,3778470,11102590.5,8,199,FALSE,14-07-2021,FALSE
movie_0442,Dragon Storm,Stand-up Comedy,War,Unknown,1990,59,G,English,USA,6.6,3778470,11102590.5,7,97,TRUE,05-08-2022,FALSE
movie_0443,Battle Legend,Movie,Documentary,Thriller,2011,88,R,English,South Korea,6.5,1448215,7347430,7,97,FALSE,10-09-2020,FALSE
movie_0444,Dragon Mystery,TV Series,Romance,Unknown,2010,58,TV-Y,English,USA,7.8,3778470,11102590.5,3,129,FALSE,23-03-2023,TRUE
movie_0445,Secret Family,Movie,Thriller,Fantasy,1999,76,TV-Y7,English,UK,4.6,460104,11699392,7,97,FALSE,05-08-2022,FALSE
movie_0446,Queen Mission,TV Series,Adventure,Unknown,1994,50,PG,English,Canada,8.5,3778470,11102590.5,12,123,TRUE,21-09-2024,TRUE
movie_0447,House Night,Stand-up Comedy,History,Unknown,2005,31,G,Italian,Germany,4.7,3778470,11102590.5,7,97,FALSE,30-04-2023,TRUE
movie_0448,Story Hero,Movie,Comedy,Unknown,1993,101,TV-MA,English,USA,6.4,3865797,5081496,7,97,TRUE,15-12-2020,FALSE
movie_0449,Night House,TV Series,Horror,Western,2003,16,TV-Y7,English,France,7.5,3778470,11102590.5,3,126,TRUE,04-12-2024,FALSE
movie_0450,A Quest,Stand-up Comedy,Action,Unknown,2005,57,NC-17,English,USA,10,3778470,11102590.5,7,97,FALSE,13-05-2025,TRUE
movie_0451,Family Legend,Movie,Family,Sport,2005,109,TV-MA,Japanese,Japan,6.8,2290910,11102590.5,7,97,TRUE,16-11-2024,FALSE
movie_0452,Family Secret,Limited Series,Romance,Unknown,2024,56,TV-Y7,French,USA,6.4,3778470,11102590.5,11,58,TRUE,23-12-2023,FALSE
movie_0453,Princess Dream,Movie,Adventure,Unknown,2007,92,TV-MA,English,Germany,9.2,3945580,366268007,7,97,FALSE,16-03-2021,FALSE
movie_0454,Princess Queen,Movie,Mystery,Unknown,1998,113,NC-17,Hindi,UK,6.6,357135,1413140,7,97,FALSE,31-07-2022,FALSE
movie_0455,Journey Quest,Movie,Fantasy,Unknown,2008,117,PG-13,English,France,6.4,3778470,49402926,7,97,FALSE,22-02-2025,FALSE
movie_0456,Ice Legend,Movie,War,Unknown,1979,104,PG-13,Hindi,USA,6.4,3778470,96016345,7,97,FALSE,18-07-2025,FALSE
movie_0457,The Day,TV Series,Drama,Family,1995,45,G,Hindi,USA,1.7,3778470,11102590.5,7,97,FALSE,02-03-2023,FALSE
movie_0458,Secret Hero,TV Series,Action,Unknown,2018,57,R,English,USA,6.4,3778470,11102590.5,6,173,TRUE,08-03-2023,FALSE
movie_0459,Ice Phoenix,Movie,War,Unknown,1997,98,TV-MA,English,USA,8.1,3778470,2089087,7,97,TRUE,04-08-2024,TRUE
movie_0460,Family Journey,TV Series,Documentary,History,2013,24,TV-14,Italian,Japan,6.4,3778470,11102590.5,9,66,FALSE,23-02-2022,FALSE
movie_0461,King Queen,Stand-up Comedy,Fantasy,Unknown,2003,61,TV-PG,Spanish,Canada,5.6,3778470,11102590.5,7,97,TRUE,07-05-2024,FALSE
movie_0462,Last Kingdom,TV Series,Drama,Unknown,2007,53,TV-PG,Spanish,USA,9,3778470,11102590.5,13,17,TRUE,23-05-2023,FALSE
movie_0463,Phoenix Day,TV Series,Comedy,Unknown,2007,28,TV-14,English,USA,8.3,3778470,11102590.5,13,166,FALSE,14-11-2022,FALSE
movie_0464,Old House,Limited Series,Sport,Unknown,1993,38,TV-Y,English,USA,4.9,3778470,11102590.5,6,176,FALSE,04-05-2021,TRUE
movie_0465,Battle Fire,Documentary,Romance,Unknown,2006,91,R,Korean,USA,7.4,3778470,11102590.5,7,97,FALSE,04-08-2023,FALSE
movie_0466,Ice Secret,Movie,Horror,Unknown,2011,132,G,English,USA,5.5,6517048,11102590.5,7,97,FALSE,26-06-2021,FALSE
movie_0467,City Fire,Documentary,Sci-Fi,Fantasy,1996,68,NC-17,English,USA,7.1,3778470,11102590.5,7,97,FALSE,05-11-2023,FALSE
movie_0468,King Phoenix,TV Series,Action,Western,1992,27,TV-Y7,Spanish,USA,7,3778470,11102590.5,7,117,FALSE,17-06-2023,FALSE
movie_0469,Hero Empire,Documentary,Crime,Unknown,2002,92,TV-Y,English,South Korea,6.4,3778470,11102590.5,7,97,TRUE,27-12-2020,FALSE
movie_0470,Mystery House,Documentary,Biography,Unknown,1994,112,TV-Y,Italian,USA,5.7,3778470,11102590.5,7,97,FALSE,30-06-2025,FALSE
movie_0471,Our Journey,TV Series,Documentary,Unknown,2017,45,G,Italian,India,8,3778470,11102590.5,8,177,FALSE,19-11-2023,FALSE
movie_0472,Quest House,Movie,Action,Unknown,1995,113,TV-MA,English,USA,5.9,59076396,1149791,7,97,FALSE,05-09-2021,FALSE
movie_0473,Journey House,Movie,Animation,Drama,1998,95,NC-17,German,USA,5.5,1622983,11102590.5,7,97,TRUE,01-11-2021,FALSE
movie_0474,Family Quest,TV Series,Drama,Unknown,2007,37,TV-Y7,English,Canada,7,3778470,11102590.5,14,21,TRUE,19-08-2020,FALSE
movie_0475,A Secret,Movie,Drama,Unknown,2014,112,PG,French,Germany,5.2,1942432,50827785,7,97,FALSE,20-10-2022,FALSE
movie_0476,Bright Storm,Limited Series,Action,Animation,2016,35,TV-G,Spanish,South Korea,6.4,3778470,11102590.5,14,176,FALSE,11-09-2024,FALSE
movie_0477,Dragon War,TV Series,Mystery,Family,2003,524,NC-17,Spanish,USA,5,3778470,11102590.5,4,199,TRUE,09-05-2024,FALSE
movie_0478,House Storm,Movie,Comedy,Drama,2004,138,NC-17,English,Canada,3.2,3778470,3733955,7,97,TRUE,01-09-2022,FALSE
movie_0479,Little House,TV Series,Biography,Family,2013,56,PG-13,Spanish,South Korea,6.8,3778470,11102590.5,8,94,FALSE,13-09-2020,FALSE
movie_0480,Princess Secret,Movie,History,Comedy,2013,118,TV-G,English,USA,5.1,25930822,32785848,7,97,FALSE,21-07-2025,FALSE
movie_0481,Ice Story,Movie,War,Unknown,2021,122,TV-Y7,English,UK,6.3,3778470,9899916,7,97,FALSE,05-09-2024,TRUE
movie_0482,Love Battle,TV Series,History,Unknown,1997,32,TV-PG,English,USA,6.4,3778470,11102590.5,3,120,TRUE,15-10-2022,FALSE
movie_0483,War Journey,Movie,Family,Thriller,2018,170,R,English,USA,4,1509950,9208234,7,97,FALSE,26-01-2023,FALSE
movie_0484,Secret King,Movie,Animation,Adventure,1994,90,TV-MA,Japanese,South Korea,4.8,360993,2993307,7,97,FALSE,24-08-2020,FALSE
movie_0485,Bright Queen,Movie,Drama,Unknown,1998,133,NC-17,French,USA,7.8,3337484,33861358,7,97,FALSE,06-11-2023,FALSE
movie_0486,Story Warrior,Movie,Sci-Fi,Unknown,1999,126,TV-14,English,South Korea,6.4,857249,816259,7,97,TRUE,04-01-2023,FALSE
movie_0487,Mystery Secret,Documentary,History,Biography,1999,75,TV-Y7,Korean,USA,6.6,3778470,11102590.5,7,97,FALSE,26-05-2021,FALSE
movie_0488,My Mystery,Movie,Thriller,Unknown,2013,111,NC-17,Hindi,Canada,6.4,252254,161575,7,97,FALSE,16-07-2023,FALSE
movie_0489,New Dream,Movie,Sport,Thriller,2023,97,NC-17,English,USA,6.4,29439846,2124537,7,97,FALSE,11-07-2021,FALSE
movie_0490,A Storm,Documentary,Sci-Fi,Romance,1996,118,TV-Y,Hindi,Canada,6.4,3778470,11102590.5,7,97,FALSE,12-11-2022,FALSE
movie_0491,New Warrior,Documentary,Romance,Unknown,1999,80,PG,English,Japan,8.1,3778470,11102590.5,7,97,FALSE,18-06-2025,TRUE
movie_0492,Battle Love,TV Series,Documentary,Thriller,2009,54,NC-17,English,Canada,5.8,3778470,11102590.5,13,9,FALSE,14-09-2021,FALSE
movie_0493,Story Fire,Stand-up Comedy,War,Unknown,2023,34,TV-PG,English,UK,6.1,3778470,11102590.5,7,97,TRUE,16-04-2024,FALSE
movie_0494,Last Day,TV Series,Music,Unknown,2005,44,R,English,Germany,5.6,3778470,11102590.5,2,10,FALSE,17-07-2023,FALSE
movie_0495,City Legend,TV Series,War,Biography,1997,44,PG,English,USA,7.7,3778470,11102590.5,7,64,TRUE,14-01-2024,FALSE
movie_0496,Last Mission,Stand-up Comedy,Action,Unknown,2002,65,NC-17,German,Japan,1.2,3778470,11102590.5,7,97,FALSE,07-01-2023,TRUE
movie_0497,Big Warrior,TV Series,Family,Unknown,1990,31,TV-G,English,USA,4.7,3778470,11102590.5,1,31,FALSE,13-07-2025,TRUE
movie_0498,Day Dragon,TV Series,Western,Unknown,2024,71,TV-G,English,USA,6.3,3778470,11102590.5,14,37,TRUE,04-03-2021,FALSE
movie_0499,Family Story,TV Series,Western,Unknown,1998,43,TV-Y7,English,USA,7.9,3778470,11102590.5,10,163,FALSE,01-10-2023,FALSE
movie_0500,My Journey,TV Series,Music,Unknown,1990,33,TV-PG,English,USA,3.9,3778470,11102590.5,13,199,TRUE,10-06-2025,FALSE
movie_0501,Hero Dragon,Movie,Comedy,War,1995,100,TV-Y,English,USA,9,16854758,2474372,7,97,TRUE,13-09-2022,TRUE
movie_0502,Love Legend,Stand-up Comedy,Sci-Fi,Crime,1993,51,TV-Y7,Spanish,USA,6,3778470,11102590.5,7,97,FALSE,16-02-2024,FALSE
movie_0503,An Dragon,TV Series,Horror,Unknown,1999,31,R,Japanese,USA,7,3778470,11102590.5,7,80,FALSE,03-08-2020,FALSE
movie_0504,Princess Queen,TV Series,Animation,Adventure,2001,36,R,English,USA,8.4,3778470,11102590.5,11,8,FALSE,08-10-2023,FALSE
movie_0505,Phoenix Day,Movie,Western,Unknown,1994,117,TV-14,Korean,USA,8.5,994027,12250323,7,97,FALSE,08-07-2023,FALSE
movie_0506,Love Dream,TV Series,Drama,Unknown,1997,73,TV-PG,French,USA,7.4,3778470,11102590.5,3,73,FALSE,12-03-2024,FALSE
movie_0507,Old Empire,Movie,Thriller,Unknown,1991,118,PG-13,Spanish,USA,4.9,5168542,23957389,7,97,FALSE,14-06-2025,TRUE
movie_0508,Last Hero,Movie,Adventure,Crime,1956,123,PG,English,Canada,8.1,1074818,32843910,7,97,FALSE,13-10-2023,FALSE
movie_0509,Queen House,Movie,Western,Fantasy,1996,112,PG,English,USA,6.1,4019610,11102590.5,7,97,FALSE,23-05-2025,FALSE
movie_0510,Queen Kingdom,Movie,History,Unknown,2015,100,PG,Japanese,USA,0.7,3778470,11102590.5,7,97,TRUE,23-12-2020,TRUE
movie_0511,Dragon Princess,Movie,Music,Unknown,2018,92,G,Spanish,South Korea,5.2,1893934,1115568,7,97,FALSE,04-06-2022,FALSE
movie_0512,An Princess,Stand-up Comedy,Romance,Unknown,2017,93,NC-17,English,USA,0.7,3778470,11102590.5,7,97,TRUE,02-12-2021,FALSE
movie_0513,Night Dragon,Movie,Drama,Unknown,2008,117,TV-G,English,South Korea,8.1,1958252,3878800,7,97,TRUE,03-03-2023,FALSE
movie_0514,Love Love,Movie,Animation,Horror,2003,89,TV-Y,French,USA,5.4,3778470,221786,7,97,TRUE,08-09-2021,FALSE
movie_0515,Secret House,TV Series,Sci-Fi,Unknown,2006,30,TV-G,English,Canada,6.4,3778470,11102590.5,11,58,FALSE,22-03-2021,FALSE
movie_0516,Dragon Storm,Documentary,Action,Comedy,2020,78,TV-14,English,Canada,4.9,3778470,11102590.5,7,97,TRUE,17-08-2024,FALSE
movie_0517,Storm Legend,TV Series,War,Unknown,1998,48,TV-MA,English,Japan,6,3778470,11102590.5,9,85,FALSE,21-07-2021,FALSE
movie_0518,A Quest,Movie,Horror,Unknown,2002,89,G,Spanish,USA,8.3,3778470,2839053,7,97,FALSE,09-01-2025,FALSE
movie_0519,Quest House,Documentary,Fantasy,Drama,2020,98,TV-PG,English,USA,5.9,3778470,11102590.5,7,97,FALSE,11-06-2025,FALSE
movie_0520,Big Queen,TV Series,Biography,Unknown,1992,28,PG-13,English,Germany,6.5,3778470,11102590.5,5,9,FALSE,25-05-2023,FALSE
movie_0521,Quest House,Movie,Crime,Mystery,2017,114,TV-14,French,USA,5.6,2053432,254166195,7,97,FALSE,31-07-2024,FALSE
movie_0522,Big Warrior,Documentary,Romance,Unknown,2018,62,TV-G,Hindi,Germany,8.1,3778470,11102590.5,7,97,TRUE,31-08-2022,FALSE
movie_0523,Mystery War,Movie,Fantasy,Unknown,1981,159,G,Italian,South Korea,6.9,5347853,30379004,7,97,FALSE,08-12-2023,FALSE
movie_0524,Kingdom City,Movie,Crime,Unknown,2019,105,TV-PG,English,Germany,4.3,8179501,11102590.5,7,97,FALSE,07-02-2023,FALSE
movie_0525,Night Warrior,Movie,Animation,Horror,2006,69,TV-PG,English,USA,5.1,28195264,11102590.5,7,97,FALSE,10-05-2022,FALSE
movie_0526,Journey Warrior,Stand-up Comedy,Drama,Drama,2000,61,TV-14,English,Canada,6.4,3778470,11102590.5,7,97,FALSE,20-02-2023,FALSE
movie_0527,Hero Story,Movie,Crime,Unknown,1993,95,TV-Y7,English,South Korea,6.4,9430381,345877,7,97,FALSE,22-01-2025,FALSE
movie_0528,Queen Empire,Movie,Biography,Unknown,1995,91,TV-G,French,USA,1.3,5268267,98546720,7,97,TRUE,20-08-2020,TRUE
movie_0529,Legend Warrior,Movie,Music,Unknown,1996,62,PG,Korean,USA,7.5,3778470,4201576,7,97,FALSE,17-04-2024,FALSE
movie_0530,Night Legend,Documentary,Romance,Unknown,2015,91,TV-MA,Japanese,USA,5.3,3778470,11102590.5,7,97,TRUE,22-04-2025,FALSE
movie_0531,Last Night,Movie,Western,Biography,2000,106,PG,English,Japan,10,3778470,136292673,7,97,FALSE,01-04-2025,FALSE
movie_0532,First Phoenix,TV Series,Adventure,Thriller,1998,36,TV-14,English,USA,6.4,3778470,11102590.5,13,15,FALSE,11-04-2025,FALSE
movie_0533,First Ice,Stand-up Comedy,Thriller,Unknown,2007,61,TV-14,English,USA,6,3778470,11102590.5,7,97,FALSE,11-01-2025,TRUE
movie_0534,Big Family,TV Series,War,Sport,1991,14,PG-13,English,USA,7.9,3778470,11102590.5,8,36,FALSE,26-08-2022,TRUE
movie_0535,Last Phoenix,TV Series,Romance,Thriller,1993,71,R,Hindi,Canada,4.8,3778470,11102590.5,12,126,TRUE,21-11-2021,TRUE
movie_0536,Bright Hero,TV Series,Western,Unknown,1992,36,TV-14,Japanese,USA,6.4,3778470,11102590.5,1,76,FALSE,28-08-2023,FALSE
movie_0537,New Story,Movie,Horror,Unknown,1998,67,PG-13,Italian,UK,5.6,3291844,9314738,7,97,TRUE,16-08-2022,TRUE
movie_0538,Storm Dream,Movie,Thriller,Unknown,2002,80,NC-17,Spanish,France,4.9,13375163,11102590.5,7,97,FALSE,21-10-2022,TRUE
movie_0539,Queen Queen,Movie,Family,Unknown,2021,106,TV-Y,English,USA,6.2,3778470,5088419,7,97,TRUE,18-03-2021,FALSE
movie_0540,Warrior Story,Documentary,Music,Mystery,2004,86,TV-MA,Italian,USA,7.7,3778470,11102590.5,7,97,TRUE,03-09-2020,FALSE
movie_0541,Princess Love,Documentary,Adventure,Unknown,2024,76,TV-G,Japanese,USA,4.8,3778470,11102590.5,7,97,FALSE,28-02-2021,FALSE
movie_0542,Storm Empire,Documentary,Horror,Unknown,2004,82,TV-Y,English,USA,4.9,3778470,11102590.5,7,97,TRUE,29-09-2022,FALSE
movie_0543,War Adventure,TV Series,War,Fantasy,2003,24,G,English,Germany,4.8,3778470,11102590.5,3,170,FALSE,24-08-2024,FALSE
movie_0544,Hero Quest,Movie,Comedy,Music,1990,70,TV-PG,English,Germany,5.9,1855152,11102590.5,7,97,FALSE,26-10-2022,FALSE
